,mean_test_score,std_test_score,mean_fit_time,mean_score_time,param_batch_size,param_dropout_rate,param_lam_l2,param_nlayers
0,0.9528738141059876,0.0012648495081416247,19.606653499603272,0.3042032241821289,2048,0,0,1
1,0.9523060321807861,0.0009987552939766096,30.247238636016846,0.40416407585144043,512,0.3,0,1
2,0.9521384954452514,0.0016618304800886993,19.31691379547119,0.3070405960083008,2048,0.3,0,1
3,0.949969756603241,0.0010914536530076415,17.742522859573363,0.29599924087524415,4096,0,0,1
4,0.9496905088424683,0.001237643230246181,17.625663089752198,0.29113197326660156,4096,0.3,0,1
5,0.9494578123092652,0.0013054440919805464,31.011815309524536,0.40723204612731934,512,0,0,1
6,0.9480243921279907,0.0009674863781047151,20.12893614768982,0.366223669052124,4096,0.3,0,5
7,0.9474938392639161,0.0007506747087010857,21.45881590843201,0.37065110206604,2048,0.3,0,5
8,0.9464420437812805,0.0005904522835390936,33.37725381851196,0.4600790023803711,512,0.3,0,5
9,0.9426257729530334,0.0012712727770819892,38.40652251243591,0.5337075233459473,512,0,0,10
10,0.9414064407348632,0.006696563843060778,22.41345133781433,0.44096713066101073,4096,0.3,0,10
11,0.9394424557685852,0.006396018237887293,38.45114860534668,0.5302778244018554,512,0.3,0,10
12,0.9385302662849426,0.002458679852891097,25.25645742416382,0.451322078704834,2048,0,0,10
13,0.9380928158760071,0.001975048133852106,19.927256393432618,0.35868334770202637,4096,0,0,5
14,0.9367617607116699,0.0019787680214664065,32.56075177192688,0.4639615058898926,512,0,0,5
15,0.9355331182479858,0.001818849293017436,21.895321369171143,0.3822306156158447,2048,0,0,5
16,0.9352073311805725,0.003954557053601433,24.515834474563597,0.44861664772033694,2048,0.3,0,10
17,0.935011875629425,0.002248904126566042,22.00169939994812,0.4326876163482666,4096,0,0,10
18,0.9280215859413147,0.0028534165646371444,29.870274543762207,0.39957280158996583,512,0.3,0.1,1
19,0.9277982115745544,0.001667555054849017,30.030943775177,0.407728385925293,512,0,0.1,1
20,0.8888816475868225,0.015466741934489731,20.194119691848755,0.31148900985717776,2048,0,0.1,1
21,0.8736538290977478,0.026147440519228293,19.917581844329835,0.3052184581756592,2048,0.3,0.1,1
22,0.7441150426864624,0.030602515533670802,18.399174308776857,0.29067163467407225,4096,0,0.1,1
23,0.7332061290740967,0.007205199737145959,18.103503227233887,0.2863913059234619,4096,0.3,0.1,1
24,0.37680458426475527,0.006026821249001651,40.19253315925598,0.5560015201568603,512,0.3,0.1,10
25,0.37680458426475527,0.006026821249001651,38.92872514724731,0.5457630634307862,512,0,0.1,10
26,0.37680458426475527,0.006026821249001651,23.89815926551819,0.45671582221984863,2048,0,0.1,10
27,0.37680458426475527,0.006026821249001651,24.78256525993347,0.47041049003601076,2048,0.3,0.1,10
28,0.37680458426475527,0.006026821249001651,22.160333251953126,0.4406882762908936,4096,0,0.1,10
29,0.37680458426475527,0.006026821249001651,33.31122121810913,0.46465911865234377,512,0,0.1,5
30,0.37680458426475527,0.006026821249001651,20.308302021026613,0.41838688850402833,4096,0.3,0.1,5
31,0.37680458426475527,0.006026821249001651,19.58337721824646,0.3525664806365967,4096,0,0.1,5
32,0.37680458426475527,0.006026821249001651,22.124310541152955,0.44080214500427245,2048,0.3,0.1,5
33,0.37680458426475527,0.006026821249001651,21.527220439910888,0.3827174186706543,2048,0,0.1,5
34,0.37680458426475527,0.006026821249001651,34.568330955505374,0.4696668148040771,512,0.3,0.1,5
35,0.37680458426475527,0.006026821249001651,23.30173268318176,0.4507267951965332,4096,0.3,0.1,10
